,title_id,Country,Budget,Opening Weekend USA,Gross USA,Cumulative Worldwide Gross,Runtime
12554,tt2072279,Canada,"CAD5,000",,,,
12555,tt2073128,USA,,"$270,228,","$14,560,838","$23,695,388",40 min
12556,tt2073616,USA,,,,,93 min
12557,tt2075254,Ecuador,,,,,
12558,tt2075277,India,"INR60,000,000",,,,
12559,tt2075328,USA,,,,,92 min
12560,tt2076339,Norway,"NOK25,000",,,,
12561,tt2076362,USA,,,,,77 min
12562,tt2077903,Nigeria,,,,,
12563,tt2078527,Australia,"AUD670,000",,,,
12564,tt2078753,Germany,,,,,43 min
12565,tt2079524,Bangladesh,,,,,
12566,tt2079609,Switzerland,,,,,
12567,tt2081226,USA,,,,,
12568,tt2081306,USA,,,,,91 min
12569,tt2081335,USA,,,,,72 min
12570,tt2082415,USA,,,,,94 min
12571,tt2082517,USA,,,,,77 min
12572,tt2083295,Ireland,,,,"$103,519",85 min
12573,tt2085806,Taiwan,,,,,84 min
12574,tt2085930,Japan,,,,"$193,425",89 min
12575,tt2085956,USA,"$250,000",,,,
12576,tt2256029,Sweden,,,,,99 min
12577,tt2258130,USA,,,,,85 min
12578,tt2258465,Russia,"$2,000,000",,,,103 min
12579,tt2258667,Canada,"CAD500,000",,,,
12580,tt2259418,USA,,,,,52 min
12581,tt2261542,New Zealand,"COP175,000,000",,,"$65,168",85 min
12582,tt2261727,Canada,,,,,120 min
12583,tt2261963,USA,,,,,
12584,tt2262289,Canada,,,,,85 min
12585,tt2262299,Germany,,,,,89 min
12586,tt2262385,USA,"$1,000,000",,,,94 min
12587,tt2262526,Italy,,,,,60 min
12588,tt2265211,Afghanistan,,,,,25 min
12589,tt2266775,Spain,,,,,18 min
12590,tt2267664,USA,"$20,000",,,,
12591,tt2268006,Canada,"CAD800,000",,,,92 min
12592,tt2268130,Philippines,,,,,90 min
12593,tt2270860,USA,,,,,45 min
12594,tt2272508,USA,,,,,
12595,tt2273706,USA,,,,,
12596,tt2274124,Canada,,,,,93 min
12597,tt2274474,India,,,,,
12598,tt2275641,USA,,,,,
12599,tt2278284,Israel,,,,,100 min
12600,tt2280506,UK,,,,,52 min
12601,tt2281227,Canada,"CAD5,000",,,,59 min
12602,tt2281280,USA,,,,,
12603,tt2282925,Spain,,,,"$2,394",49 min
12604,tt2290271,USA,,,,,
12605,tt2290423,USA,"$500,000",,,,103 min
12606,tt2290918,Italy,,,,"$933,259",105 min
12607,tt2292577,USA,"$1,000",,,,80 min
12608,tt2292603,Netherlands,,,,,70 min
12609,tt2292979,USA,"$1,000",,,,52 min
12610,tt2294705,Australia,"AUD1,500,000",,,,88 min
12611,tt2295908,USA,,,,,90 min
12612,tt2296897,India,,,,,130 min
12613,tt2298441,USA,,,,,98 min
12614,tt2299587,France,,,,,52 min
12615,tt2301199,USA,,,,,
12616,tt2302823,Hungary,"EUR20,000",,,,35 min
12617,tt2302847,Hungary,"EUR20,000",,,,58 min
12618,tt2302857,Canada,,,,,
12619,tt2304539,USA,,,,,95 min
12620,tt2304633,USA,"$2,000,000",,,,90 min
12621,tt2304723,Mexico,"$15,000",,,,52 min
12622,tt2308938,India,,,,,82 min
12623,tt2309021,USA,,"$13,727,","$81,381","$159,047",105 min
12624,tt2310011,Canada,,,,,72 min
12625,tt2310138,France,"EUR60,000",,,,58 min
12626,tt2310856,USA,"$100,000",,,,65 min
12627,tt2310956,USA,"$1,500,000",,,,
12628,tt2313422,Italy,,,,,56 min
12629,tt2315152,South Korea,,,"$342,922","$46,282,588",122 min
12630,tt2315200,France,,,,"$24,991,467",85 min
12631,tt2315596,USA,,,,"$225,795",91 min
12632,tt2316323,Brazil,"BRL100,000",,,"$48,497",93 min
12633,tt2316341,Australia,"AUD5,000",,,,99 min
12634,tt2316649,Puerto Rico,"$5,000",,,,
