primary_title,Country,Budget,Opening Weekend USA,Gross USA,Cumulative Worldwide Gross,start_year,runtime_minutes,genres,averagerating,numvotes,director,Profit,Adventure,Drama,Musical,Romance,War,Action,Animation,Fantasy,Thriller,Music,Mystery,Comedy,Biography,History,Sport,Crime,Documentary,Sci-Fi,Horror,Family,Western
Submergence,Germany,15000000,0,0,852319,2017,112.0,"['Drama', 'Romance', 'Thriller']",5.4,5480.0,Wim Wenders,-14147681,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Backtrace,USA,0,0,0,490636,2018,92.0,"['Crime', 'Drama']",3.7,1788.0,Brian A. Miller,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pasos de héroe,Colombia,0,0,0,24843,2016,96.0,['Family'],5.9,9.0,Henry Rincon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Antboy: Revenge of the Red Fury,Denmark,0,0,0,2291188,2014,80.0,"['Adventure', 'Comedy', 'Family']",5.3,506.0,Ask Hasselbalch,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sink,South Africa,0,0,0,70857,2015,115.0,['Drama'],8.1,147.0,Brett Michael Innes,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quando c'era Berlinguer,Italy,0,0,0,879758,2014,117.0,['Documentary'],6.7,207.0,Walter Veltroni,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Don't Hang Up,UK,0,0,0,332571,2016,83.0,"['Horror', 'Thriller']",5.6,10798.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Creature,India,0,0,0,5352,2014,134.0,"['Action', 'Horror', 'Sci-Fi']",3.2,1141.0,Vikram Bhatt,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Attack on Titan Crimson Bow and Arrow,Japan,0,0,0,158746,2014,119.0,"['Action', 'Adventure', 'Animation']",7.5,811.0,Tetsurô Araki,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Olive Tree,Spain,4914000,0,0,2090232,2016,100.0,"['Comedy', 'Drama']",6.9,2718.0,Icíar Bollaín,-2823768,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Girl at My Door,South Korea,0,0,0,569809,2014,119.0,['Drama'],6.9,2053.0,July Jung,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mooirivier,South Africa,0,0,0,474700,2015,105.0,"['Comedy', 'Drama', 'Romance']",6.0,65.0,,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khun Phan,Thailand,0,0,0,1746350,2016,105.0,"['Action', 'History', 'Thriller']",5.7,162.0,Kongkiat Khomsiri,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack bestelt een broertje,Netherlands,0,0,0,781631,2015,84.0,"['Adventure', 'Family']",5.9,94.0,Anne de Clercq,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Suurlemoen!,South Africa,450000,0,0,32805,2014,95.0,"['Comedy', 'Drama', 'Music']",5.6,35.0,Vickus Strijdom,-417195,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yakuza Apocalypse,Japan,0,0,12756,12756,2015,115.0,"['Action', 'Comedy', 'Horror']",5.5,3312.0,Takashi Miike,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Heaven Knows What,USA,0,16862,80734,84417,2014,97.0,['Drama'],6.7,4520.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La del Chango,Argentina,0,0,0,1582,2014,95.0,['Documentary'],,,Milton Rodriguez,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Disappearance of Eleanor Rigby: Her,USA,0,0,0,103815,2013,100.0,"['Drama', 'Romance']",6.9,7836.0,Ned Benson,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Body,USA,0,2457,2634,2634,2015,75.0,"['Crime', 'Drama', 'Thriller']",5.3,1535.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NH10,India,0,149546,303587,303587,2015,115.0,"['Action', 'Crime', 'Drama']",7.2,11199.0,Navdeep Singh,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Balik,Turkey,0,0,0,11642,2014,80.0,['Drama'],5.8,260.0,Dervis Zaim,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junho: O Mês que Abalou o Brasil,Brazil,0,0,0,19674,2014,72.0,"['Documentary', 'Sport']",7.4,85.0,João Wainer,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Paquete #3,Venezuela,0,0,0,562076,2015,101.0,"['Comedy', 'Crime']",6.5,14.0,Alfredo Hueck,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Reverse,Iceland,0,0,0,70553,2015,98.0,['Comedy'],6.3,122.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clowntergeist,USA,0,0,0,54209,2017,80.0,"['Crime', 'Horror', 'Thriller']",3.0,509.0,Aaron Mirtes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2 Nights Till Morning,Finland,1300000,0,0,90144,2015,84.0,"['Drama', 'Romance']",6.1,572.0,Mikko Kuparinen,-1209856,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nureyev,UK,0,6362,165203,342255,2018,109.0,['Documentary'],6.9,82.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tragedy Girls,USA,0,12125,61899,122211,2017,98.0,"['Comedy', 'Crime', 'Horror']",6.0,6870.0,Tyler MacIntyre,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Poor Boy,USA,150000,10920,31031,31031,2016,104.0,"['Drama', 'Western']",4.3,150.0,Robert Scott Wildes,-118969,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Market,Italy,0,0,0,136675,2014,105.0,['Comedy'],6.2,202.0,Diego Bianchi,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vikramadithyan,India,0,0,0,34767,2014,143.0,['Drama'],6.7,1848.0,Lal Jose,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calla Lily,Canada,0,455,28899,0,2015,83.0,['Drama'],6.3,279.0,Mark Penney,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Call Up,UK,0,0,0,152294,2016,90.0,"['Action', 'Sci-Fi']",4.9,3334.0,Charles Barker,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Chapter & Verse,USA,0,31331,84147,84147,2017,97.0,['Drama'],6.2,154.0,Jamal Joseph,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skylight,UK,0,0,0,155339,2014,135.0,['Drama'],8.6,302.0,Robin Lough,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black,Belgium,1404000,0,0,1692776,2015,95.0,"['Action', 'Crime', 'Drama']",7.1,3546.0,,288776,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Baahubali 2: The Conclusion,India,25000000,10430497,20186659,254158390,2017,167.0,"['Action', 'Drama']",8.3,65656.0,S.S. Rajamouli,229158390,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goldstone,Australia,0,1300,87639,650352,2016,110.0,"['Crime', 'Thriller']",6.4,3520.0,Ivan Sen,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Índice Médio de Felicidade,Portugal,0,0,0,49072,2017,,['Drama'],6.4,67.0,Joaquim Leitão,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7 Guardians of the Tomb,China,0,0,0,7910928,2018,90.0,"['Action', 'Adventure', 'Horror']",4.5,2679.0,Kimble Rendall,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Kiki, Love to Love",Spain,0,3954,12450,7551282,2016,102.0,"['Comedy', 'Romance']",6.5,4731.0,Paco León,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Touch Me Not,Romania,1170000,5616,13782,75507,2018,123.0,['Drama'],6.1,1491.0,Adina Pintilie,-1094493,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green Horse Rustlers,Czech Republic,0,0,0,9542,2016,90.0,"['Adventure', 'Drama']",5.3,53.0,Dan Wlodarczyk,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Kid,USA,8000000,514286,1508593,1553483,2019,100.0,"['Biography', 'Drama', 'Western']",6.0,1573.0,Vincent D'Onofrio,-6446517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Handsome Devil,Ireland,1234350,0,0,129391,2016,95.0,"['Comedy', 'Drama', 'Sport']",7.1,7864.0,John Butler,-1104959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Reza a Lenda,Brazil,0,0,0,1217201,2016,87.0,"['Action', 'Adventure', 'Drama']",5.4,478.0,Homero Olivetto,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mary Poppins Returns,USA,130000000,23523121,171958438,349545966,2018,130.0,"['Comedy', 'Family', 'Fantasy']",6.9,52103.0,Rob Marshall,219545966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Case: Osterberg,Slovenia,0,0,0,1856,2015,93.0,['NaN'],7.4,65.0,Matej Nahtigal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kafes,Turkey,0,0,0,752408,2015,117.0,['Drama'],7.4,1321.0,Mahmut Kaptan,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
July-August,France,0,0,0,444064,2016,96.0,"['Comedy', 'Drama']",5.4,168.0,Diastème,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Favourite,Ireland,15000000,422410,34366783,95918706,2018,119.0,"['Biography', 'Drama', 'History']",7.6,116011.0,Yorgos Lanthimos,80918706,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olur Olur,Turkey,260000,0,0,1452157,2014,,['Comedy'],4.9,422.0,Kerem Çakiroglu,1192157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justo en lo mejor de mi vida,Argentina,0,0,0,2117,2015,,['Drama'],6.5,6.0,Leonardo Fabio Calderón,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freak Show,USA,0,4809,19696,20657,2017,91.0,"['Comedy', 'Drama']",6.3,1961.0,Trudie Styler,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La folle histoire de Max et Léon,France,0,0,543,8750678,2016,98.0,"['Comedy', 'War']",6.2,1467.0,Jonathan Barré,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Return of the Cuckoo,Hong Kong,0,0,0,8198787,2015,103.0,"['Drama', 'Romance']",4.5,95.0,Patrick Kong,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timing,South Korea,0,0,0,235716,2014,99.0,"['Animation', 'Drama', 'Mystery']",4.1,11.0,Min Kyung-Jo,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tayna Sukharevoy bashni. Charodey ravnovesiya,Russia,650000,0,0,8442829,2015,76.0,"['Animation', 'Fantasy', 'History']",5.2,22.0,Sergey Seregin,7792829,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremiah Tower: The Last Magnificent,Mexico,0,20268,228153,228153,2016,103.0,"['Biography', 'Documentary']",6.5,310.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
One Week Friends,Japan,0,0,0,5804519,2017,120.0,"['Comedy', 'Drama', 'Romance']",7.2,598.0,Shôsuke Murakami,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Verrückt nach Fixi,Germany,0,0,0,499877,2016,95.0,"['Comedy', 'Fantasy', 'Romance']",3.9,252.0,Mike Marzuk,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I, Daniel Blake",UK,0,18682,260354,15793051,2016,100.0,['Drama'],7.9,44200.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scarred Hearts,Romania,0,0,0,13847,2016,141.0,"['Biography', 'Drama']",7.0,829.0,Radu Jude,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ambarsariya,India,500000,0,0,424961,2016,140.0,"['Action', 'Comedy', 'Family']",7.1,662.0,Mandeep Kumar,-75039,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A Change in the Weather,UK,405000,0,0,7657,2017,99.0,['Drama'],5.2,19.0,Jon Sanders,-397343,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Insane,South Korea,1000000,0,0,7550254,2016,91.0,"['Action', 'Crime', 'Drama']",6.1,241.0,Cheol-ha Lee,6550254,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Vitriol,Italy,351000,0,0,83077,2012,80.0,['Mystery'],6.8,24.0,Francesco Afro De Falco,-267923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5x Pacificação,Brazil,1690,0,0,12559,2012,,['Documentary'],4.8,8.0,,10869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bobby en de Geestenjagers,Netherlands,163800,0,0,1144556,2013,82.0,['Family'],5.8,174.0,Martin Lagestee,980756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Blockers,USA,21000000,20556350,60311495,94019120,2018,102.0,['Comedy'],6.2,57142.0,Kay Cannon,73019120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wyrmwood: Road of the Dead,Australia,0,0,0,111141,2014,98.0,"['Action', 'Comedy', 'Horror']",6.2,14673.0,Kiah Roache-Turner,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Paradise Club,USA,0,1758,22381,22381,2016,93.0,"['Drama', 'History']",6.5,17.0,Carolyn Cavallero,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soof,Netherlands,0,0,0,8829814,2013,96.0,"['Comedy', 'Romance']",6.6,3013.0,Antoinette Beumer,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Worst Christmas of My Life,Italy,0,0,0,10275097,2012,86.0,['Comedy'],5.4,777.0,Alessandro Genovesi,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paddle Pop Adventures 2: Journey Into the Kingdom,Thailand,0,0,0,755073,2012,88.0,"['Action', 'Adventure', 'Animation']",4.8,20.0,Salvador Simó,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guernica,Spain,6786000,0,0,396764,2016,110.0,"['Drama', 'History', 'Romance']",5.8,1905.0,Koldo Serra,-6389236,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Two Weddings and a Funeral,South Korea,0,0,0,2928,2012,106.0,"['Comedy', 'Romance']",6.4,326.0,Jho Kwang-soo Kim,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shut In,Canada,10000000,3613567,6900335,13082071,2016,91.0,"['Drama', 'Mystery', 'Thriller']",4.7,11030.0,Farren Blackburn,3082071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rak Sud Teen,Thailand,0,0,0,475290,2012,,['Romance'],5.4,26.0,Pariphan Wacharanon,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Find Your Voice,Australia,0,0,3429,3429,2017,99.0,"['Comedy', 'Family', 'Music']",8.1,11.0,Chris Herd,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Akumu Chan the Movie,Japan,0,0,0,5707018,2014,,['Mystery'],6.2,40.0,Noriyoshi Sakuma,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dabbe: The Possession,Turkey,0,0,0,2005958,2013,120.0,['Horror'],7.0,3839.0,Hasan Karacadag,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
In Hiding,Poland,0,0,0,130680,2013,103.0,"['Drama', 'Romance', 'Thriller']",5.5,168.0,Jan Kidawa-Blonski,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Icing,Czech Republic,0,0,0,374844,2014,81.0,['Comedy'],5.7,107.0,Jan Hrebejk,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fragments of Kubelka,Austria,0,0,0,1908,2012,232.0,['Documentary'],7.3,10.0,Martina Kudlácek,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tim's Vermeer,USA,0,49777,1671377,1686917,2013,80.0,"['Documentary', 'History']",7.9,7299.0,Teller,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Treatment,Belgium,0,0,0,1454682,2014,131.0,"['Mystery', 'Thriller']",7.2,7245.0,Hans Herbots,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Bolt from the Blue,Japan,0,0,0,10645439,2014,96.0,['Comedy'],6.5,139.0,Gekidan Hitori,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What Now? Remind Me,Portugal,0,1434,3089,3089,2013,164.0,"['Biography', 'Documentary', 'History']",7.3,359.0,Joaquim Pinto,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Club Sandwich,Mexico,0,0,0,3242,2013,82.0,['Comedy'],6.4,810.0,Fernando Eimbcke,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Those Were the Days,Netherlands,0,0,0,1406102,2014,87.0,['Comedy'],5.7,332.0,Ineke Houtman,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
High Society,France,0,0,0,307025,2014,95.0,['Drama'],5.9,225.0,Julie Lopes-Curval,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Miracle,Turkey,5000000,0,0,15584520,2015,136.0,"['Drama', 'Romance']",7.6,8046.0,Mahsun Kirmizigül,10584520,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
