,0
6831,nm3823513
6832,nm0932458
6833,nm2038684
6834,nm0000776
6835,nm2364318
6836,nm4127624
6837,nm0089756
6838,nm1274194
6839,nm3550361
6840,nm0134559
6841,nm0312173
6842,nm2766748
6843,nm2013064
6844,nm2196290
6845,nm3118719
6846,nm2393634
6847,nm1481144
6848,nm0023355
6849,nm1847908
6850,nm0994330
6851,nm0393394
6852,nm7967242
6853,nm1213790
6854,nm0128883
6855,nm3270827
6856,nm4307147
6857,nm0174374
6858,nm2293027
6859,nm0511924
6860,nm0181525
6861,nm1773563
6862,nm1166184
6863,nm1823272
6864,nm0603090
6865,nm1780037
6866,nm0436784
6867,nm0000095
6868,nm0483953
6869,nm0484073
6870,nm1375363
6871,nm3143252
6872,nm0920017
6873,nm1875071
6874,nm0483338
6875,nm3957282
6876,nm1390872
6877,nm2098167
6878,nm0027915
6879,nm0923736
6880,nm1386102
6881,nm0716257
6882,nm4353668
6883,nm1349522
6884,nm1729100
6885,nm0366867
6886,nm0632354
6887,nm0267403
6888,nm1947983
6889,nm4832059
6890,nm1228976
6891,nm1584942
6892,nm1744293
6893,nm1628235
6894,nm1203781
6895,nm0075784
6896,nm0305659
6897,nm0576554
6898,nm0066534
6899,nm3384558
6900,nm0038238
6901,nm2023196
6902,nm4864827
6903,nm1026778
6904,nm0398575
6905,nm0332837
6906,nm2201450
6907,nm0355699
6908,nm1108007
6909,nm2081317
6910,nm0015295
6911,nm0616880
6912,nm1168657
6913,nm0818996
6914,nm5624036
6915,nm0258172
6916,nm0307531
6917,nm0210888
6918,nm0218621
6919,nm0304432
6920,nm2021539
6921,nm5754260
6922,nm5401557
6923,nm1893652
6924,nm1977463
6925,nm4273756
6926,nm1699679
6927,nm5559388
6928,nm6219987
6929,nm0224801
6930,nm0394280
6931,nm0775097
6932,nm1093053
6933,nm0348884
6934,nm0531817
6935,nm0003458
6936,nm0725345
6937,nm0223359
6938,nm0408642
6939,nm0914134
6940,nm1347153
6941,nm0006960
6942,nm0732082
6943,nm0030735
6944,nm1562741
6945,nm0332740
6946,nm1040419
6947,nm0023832
6948,nm0393254
6949,nm0190859
6950,nm0064181
6951,nm0146049
6952,nm1490123
6953,nm1008619
6954,nm0001317
6955,nm3413681
6956,nm1288766
6957,nm0714865
6958,nm0197855
6959,nm0766263
6960,nm0491222
6961,nm0262693
6962,nm1087263
6963,nm2532621
6964,nm0453518
6965,nm0837521
6966,nm2050708
6967,nm3724318
6968,nm0170888
6969,nm0001747
6970,nm0731253
6971,nm2574897
6972,nm0118345
6973,nm0007134
6974,nm0310614
6975,nm1963675
6976,nm0344038
6977,nm2123121
6978,nm0018132
6979,nm1166759
6980,nm0001880
6981,nm0777029
6982,nm0069260
6983,nm1571412
6984,nm3199051
6985,nm1141238
6986,nm1194585
6987,nm0218843
6988,nm0027572
6989,nm0733641
6990,nm2097634
6991,nm0591362
6992,nm0019841
6993,nm0170739
6994,nm0758242
6995,nm0001700
6996,nm2152283
6997,nm0994244
6998,nm1461392
6999,nm3134012
7000,nm0668640
7001,nm3230448
7002,nm1495909
7003,nm1136776
7004,nm0271815
7005,nm0444328
7006,nm0867210
7007,nm0747689
7008,nm0776650
7009,nm4287208
7010,nm0948027
7011,nm0223522
7012,nm1583697
7013,nm3052903
7014,nm4341096
7015,nm0887452
7016,nm2792857
7017,nm4122269
7018,nm2561079
7019,nm0961755
7020,nm0946875
7021,nm2321778
7022,nm1061993
7023,nm1318602
7024,nm2056306
7025,nm0348123
7026,nm1852476
7027,nm0052442
7028,nm1399714
7029,nm1167412
7030,nm0184308
7031,nm1625338
7032,nm4917767
7033,nm0027572
7034,nm1618147
7035,nm0578436
7036,nm0340436
7037,nm1163237
7038,nm0456275
7039,nm4438656
7040,nm0853374
7041,nm2040537
7042,nm2151374
7043,nm0851544
7044,nm0386246
7045,nm1481618
7046,nm0498212
7047,nm0001631
7048,nm0667734
7049,nm2812567
7050,nm3359718
7051,nm1926208
7052,nm0219136
7053,nm2482088
7054,nm2978744
7055,nm0422605
7056,nm1703597
7057,nm4193380
7058,nm0408153
7059,nm0470554
7060,nm5694018
7061,nm1979074
7062,nm0572865
7063,nm0412824
7064,nm0777788
7065,nm0561149
7066,nm0769703
7067,nm1167933
7068,nm0000386
7069,nm5234736
7070,nm1415190
7071,nm3114621
7072,nm0170043
7073,nm0619073
7074,nm2538739
7075,nm0259574
7076,nm1100276
7077,nm0001814
7078,nm0812546
7079,nm0994499
7080,nm0001064
7081,nm1699659
7082,nm2031561
7083,nm0001880
7084,nm3248608
7085,nm0573732
7086,nm1738698
7087,nm0592573
7088,nm2794693
7089,nm0751102
7090,nm0506613
7091,nm1789897
7092,nm0422552
7093,nm1836963
7094,nm0862343
7095,nm1032521
7096,nm1486426
7097,nm0277619
7098,nm1204442
7099,nm1284939
7100,nm1026778
7101,nm1128037
7102,nm1351706
7103,nm0829518
7104,nm0576298
7105,nm0335138
7106,nm3410783
7107,nm2482088
7108,nm1444479
7109,nm0099797
7110,nm0000631
7111,nm0850958
7112,nm0637176
7113,nm0796361
7114,nm1768202
7115,nm1060986
7116,nm0735257
7117,nm1798333
7118,nm0763634
7119,nm0000940
7120,nm0819613
7121,nm0177896
7122,nm0326020
7123,nm2305431
7124,nm1159387
7125,nm0610960
7126,nm2275041
7127,nm2001121
7128,nm0872281
7129,nm0152466
7130,nm1732975
7131,nm2088500
7132,nm0442455
7133,nm1623464
7134,nm0766220
7135,nm1126058
7136,nm0960025
7137,nm0520875
7138,nm1768187
7139,nm0450646
7140,nm0411746
7141,nm1226129
7142,nm0679928
7143,nm0554532
7144,nm0569469
7145,nm0509633
7146,nm1276394
7147,nm1834891
7148,nm0227047
7149,nm1702145
7150,nm2047699
7151,nm1958098
7152,nm4154537
7153,nm2559996
7154,nm0456509
7155,nm4174626
7156,nm2673025
7157,nm1240647
7158,nm0778144
7159,nm0436316
7160,nm1857283
7161,nm1453714
7162,nm0453477
7163,nm0087895
7164,nm4235612
7165,nm0290556
7166,nm0916348
7167,nm0201095
7168,nm0626686
7169,nm0766112
7170,nm4363294
7171,nm0027733
7172,nm3233092
7173,nm1311271
7174,nm1140275
7175,nm0510912
7176,nm0766226
7177,nm3614151
7178,nm0251753
7179,nm1362432
7180,nm1077107
7181,nm5165515
7182,nm2120311
7183,nm0899501
7184,nm1027891
7185,nm0588087
7186,nm3183685
7187,nm1041597
7188,nm0597516
7189,nm1999473
7190,nm4967124
7191,nm0373798
7192,nm0187091
7193,nm0000416
7194,nm0014426
7195,nm0915304
7196,nm1283899
7197,nm3195629
7198,nm1992193
7199,nm0948021
7200,nm1761524
7201,nm4680945
7202,nm5043275
7203,nm1339032
7204,nm3123035
7205,nm0955505
7206,nm0859432
7207,nm3040251
7208,nm0770811
7209,nm2021516
7210,nm3297673
7211,nm2036500
7212,nm4392056
7213,nm0269463
7214,nm5672919
7215,nm1488024
7216,nm5674119
7217,nm0904225
7218,nm2320363
7219,nm3964043
7220,nm1322753
7221,nm1893665
7222,nm2332999
7223,nm3351491
7224,nm4749189
7225,nm5130187
7226,nm2171633
7227,nm1414582
7228,nm3316323
7229,nm0111369
7230,nm0273208
7231,nm0906710
7232,nm1119099
7233,nm1160962
7234,nm0151540
7235,nm0330347
7236,nm0688361
7237,nm0002120
7238,nm0527109
7239,nm0000431
7240,nm0585011
7241,nm0027271
7242,nm1615896
7243,nm0316795
7244,nm0337773
7245,nm1972793
7246,nm0000146
7247,nm0922487
7248,nm0381228
7249,nm0028220
7250,nm0103744
7251,nm0384722
7252,nm1884759
7253,nm0621168
7254,nm1135423
7255,nm0726041
7256,nm1933648
7257,nm0086920
7258,nm0899501
7259,nm2838692
7260,nm2666268
7261,nm0337773
7262,nm0648902
7263,nm0557267
7264,nm1506642
7265,nm3221483
7266,nm0094726
7267,nm4488446
7268,nm1523673
7269,nm0169300
7270,nm1319671
7271,nm0631315
7272,nm3886858
7273,nm0399655
7274,nm1051221
7275,nm4456860
7276,nm1732981
7277,nm1122217
7278,nm1709238
7279,nm2358558
7280,nm0680846
7281,nm0440458
7282,nm0065644
7283,nm0602452
7284,nm1278058
7285,nm4523258
7286,nm1312731
7287,nm0777788
7288,nm3311094
7289,nm0298691
7290,nm0512862
7291,nm2035886
7292,nm3037814
7293,nm0300168
7294,nm0523821
7295,nm0497416
7296,nm0241622
7297,nm3218495
7298,nm0387683
7299,nm1429471
7300,nm0327273
7301,nm0955443
7302,nm4584474
7303,nm2323201
7304,nm0117698
7305,nm4877278
7306,nm0187834
7307,nm1705578
7308,nm0560277
7309,nm2321771
7310,nm0075261
7311,nm1834171
7312,nm0901265
7313,nm4272325
7314,nm0004056
7315,nm2279419
7316,nm0747689
7317,nm0048414
7318,nm2128335
7319,nm0243848
7320,nm1410208
7321,nm3591467
7322,nm0467145
7323,nm0001528
7324,nm0458722
7325,nm4970416
7326,nm2149099
7327,nm0181109
7328,nm0701603
7329,nm0617428
7330,nm1246883
7331,nm1885641
7332,nm0095871
7333,nm3868633
7334,nm1200194
7335,nm3511659
7336,nm5006565
7337,nm1637806
7338,nm0836557
7339,nm0222150
7340,nm0181117
7341,nm1486975
7342,nm0285090
7343,nm3821208
7344,nm0782430
7345,nm1852165
7346,nm0094274
7347,nm0827268
7348,nm0630088
7349,nm1906081
7350,nm0991532
7351,nm3221483
7352,nm0693648
7353,nm1744333
7354,nm0220274
7355,nm4486604
7356,nm0805476
7357,nm0716585
7358,nm3177888
7359,nm0193838
7360,nm1079050
7361,nm0882203
7362,nm0728276
7363,nm2463233
7364,nm5796713
7365,nm0469867
7366,nm3363032
7367,nm2196634
7368,nm3469952
7369,nm1265673
7370,nm0552474
7371,nm0125887
7372,nm1194496
7373,nm6257527
7374,nm0396284
7375,nm2206678
7376,nm1327418
7377,nm0269440
7378,nm6357929
7379,nm6380169
7380,nm0350455
7381,nm0874789
7382,nm1770760
7383,nm1447139
7384,nm0300174
7385,nm1628249
7386,nm0248942
7387,nm1729386
7388,nm2284484
7389,nm0758574
7390,nm0733149
7391,nm0005190
7392,nm0572562
7393,nm0087904
7394,nm0000123
7395,nm0000318
7396,nm0015382
7397,nm1400426
7398,nm0843640
7399,nm0831557
7400,nm0000110
7401,nm0276899
7402,nm0503497
7403,nm0496969
7404,nm4139472
7405,nm1181287
7406,nm0000916
7407,nm0133899
7408,nm0213100
7409,nm0373282
7410,nm1071898
7411,nm1364086
7412,nm0762688
7413,nm0946803
7414,nm0078465
7415,nm0845618
7416,nm0327789
7417,nm0861899
7418,nm1936947
7419,nm0241622
7420,nm0640466
7421,nm1119183
7422,nm0892000
7423,nm0438651
7424,nm0001348
7425,nm1172960
7426,nm1297573
7427,nm0399003
7428,nm0203993
7429,nm0632763
7430,nm3739787
7431,nm1188723
7432,nm0625080
7433,nm1435120
7434,nm0433141
7435,nm0004217
7436,nm0423177
7437,nm3653362
7438,nm1271349
7439,nm2610231
7440,nm4139502
7441,nm0019247
7442,nm2662079
7443,nm0231596
7444,nm0601781
7445,nm1856823
7446,nm1204790
7447,nm1494662
7448,nm1044653
7449,nm0701245
7450,nm0388956
7451,nm1126474
7452,nm0766262
7453,nm0814271
7454,nm0241121
7455,nm0314995
7456,nm4735241
7457,nm2142624
7458,nm0649117
7459,nm0330140
7460,nm1337218
7461,nm0699793
7462,nm2191279
7463,nm4346625
7464,nm0315430
7465,nm2444078
7466,nm0718333
7467,nm5048826
7468,nm4960779
7469,nm0522634
7470,nm1320860
7471,nm3736815
7472,nm1542079
7473,nm0069166
7474,nm1746009
7475,nm0001929
7476,nm1852117
7477,nm0937306
7478,nm0437480
7479,nm1138662
7480,nm1218396
7481,nm0290131
7482,nm2486358
7483,nm0330532
7484,nm0458034
7485,nm1805326
7486,nm4457070
7487,nm0041474
7488,nm3376531
7489,nm1030782
7490,nm1013665
7491,nm0024580
7492,nm0312173
7493,nm1266897
7494,nm0899121
7495,nm1190532
7496,nm1157165
7497,nm1846132
7498,nm0648649
7499,nm0935863
7500,nm0169926
7501,nm2032567
7502,nm0948145
7503,nm1967210
7504,nm0953511
7505,nm1655391
7506,nm0269755
7507,nm1120092
7508,nm2000966
7509,nm1993322
7510,nm0007131
7511,nm5796506
7512,nm1284043
7513,nm5817481
7514,nm1502159
7515,nm0227570
7516,nm0007082
7517,nm0001241
7518,nm3868633
7519,nm4209430
7520,nm1450964
7521,nm3584680
7522,nm0003620
7523,nm1802093
7524,nm1362893
7525,nm0001844
7526,nm0602403
7527,nm0065644
7528,nm1244760
7529,nm0068385
7530,nm0713864
7531,nm0003535
7532,nm6276494
7533,nm0944594
7534,nm6283807
7535,nm0872706
7536,nm1942303
7537,nm0776931
7538,nm0518070
7539,nm0020728
7540,nm0631590
7541,nm3053575
7542,nm0742941
7543,nm0160844
7544,nm0000631
7545,nm0240196
7546,nm1163513
7547,nm0001338
7548,nm0770643
7549,nm1458855
7550,nm0079578
7551,nm0905592
7552,nm2934741
7553,nm10582613
7554,nm0803547
7555,nm10635936
7556,nm6339809
7557,nm0948596
7558,nm0505152
7559,nm2366197
7560,nm0004675
7561,nm0726954
7562,nm0267497
7563,nm0000490
7564,nm1720541
7565,nm0191712
7566,nm3280977
7567,nm0001770
7568,nm3307029
7569,nm1464507
7570,nm0687751
7571,nm1159647
7572,nm1240647
7573,nm1044678
7574,nm0254120
7575,nm3973794
7576,nm1278058
7577,nm3834604
7578,nm0000269
7579,nm2147182
7580,nm1455707
7581,nm2574581
7582,nm1050097
7583,nm1110912
7584,nm1334961
7585,nm0409699
7586,nm0482901
7587,nm1804614
7588,nm0545356
7589,nm0083636
7590,nm1304669
7591,nm0488688
7592,nm0449489
7593,nm2329969
7594,nm0348558
7595,nm0493764
7596,nm2234233
7597,nm3146722
7598,nm2110543
7599,nm0158305
7600,nm4199426
7601,nm1240647
7602,nm1330998
7603,nm1615927
7604,nm1197971
7605,nm1283069
7606,nm0453330
7607,nm0052442
7608,nm0654830
7609,nm1887936
7610,nm2092917
7611,nm0000165
7612,nm1045681
7613,nm0946875
7614,nm1787651
7615,nm0001675
7616,nm4639778
7617,nm0294394
7618,nm0401176
7619,nm0594503
7620,nm1899656
7621,nm0318916
7622,nm1366561
7623,nm4189373
7624,nm0600247
7625,nm0170896
7626,nm0344262
7627,nm4684349
7628,nm1494662
7629,nm9466432
7630,nm1006056
7631,nm4922478
7632,nm0506374
7633,nm0090386
7634,nm0608741
7635,nm0337564
7636,nm0015784
7637,nm0885249
7638,nm3254361
7639,nm1548496
7640,nm0275277
7641,nm0448768
7642,nm4970524
7643,nm0300898
7644,nm0501548
7645,nm1212770
7646,nm3728575
7647,nm1018493
7648,nm0473549
7649,nm0779433
7650,nm1279773
7651,nm0352858
7652,nm0331516
7653,nm2308774
7654,nm1996251
7655,nm3462290
7656,nm1738978
7657,nm0598173
7658,nm0001331
7659,nm0294997
7660,nm0001639
7661,nm0000108
7662,nm4325201
7663,nm0463596
7664,nm0493257
7665,nm1490123
7666,nm1860612
7667,nm0009463
7668,nm0275250
7669,nm0407648
7670,nm0082802
7671,nm2051359
7672,nm3258830
7673,nm2967962
7674,nm1059369
7675,nm0000500
7676,nm0951418
7677,nm4160160
7678,nm0879783
7679,nm3358083
7680,nm0948027
7681,nm1314800
7682,nm0861826
7683,nm0762781
7684,nm0000196
7685,nm1389969
7686,nm3613566
7687,nm0076081
7688,nm0004805
7689,nm3112190
7690,nm0864775
7691,nm2322952
7692,nm2689791
7693,nm0510681
7694,nm1287649
7695,nm3092600
7696,nm0868153
7697,nm2125482
7698,nm0432631
7699,nm0180462
7700,nm6356513
7701,nm1050098
7702,nm1279573
7703,nm2326979
7704,nm2397581
7705,nm0477129
7706,nm0788858
7707,nm0680846
7708,nm0367059
7709,nm0340973
7710,nm1802196
7711,nm0920425
7712,nm0469813
7713,nm3164568
7714,nm0005008
7715,nm0235719
7716,nm0248942
7717,nm0000343
7718,nm0338372
7719,nm2043473
7720,nm0737442
7721,nm0527261
7722,nm3607398
7723,nm0688636
7724,nm0389712
7725,nm0181903
7726,nm2041166
7727,nm1064048
7728,nm0885249
7729,nm0048932
7730,nm1460159
7731,nm0736496
7732,nm0346550
7733,nm0386382
7734,nm0407067
7735,nm0877084
7736,nm2469894
7737,nm0122184
7738,nm0128382
7739,nm0064741
7740,nm0832165
7741,nm0805760
7742,nm0573732
7743,nm1969131
7744,nm0299309
7745,nm1750316
7746,nm2622478
7747,nm2258268
7748,nm1755396
7749,nm0132709
7750,nm0165316
7751,nm2445201
7752,nm0081449
7753,nm1253446
7754,nm0000365
7755,nm2368502
7756,nm0643696
7757,nm0414728
7758,nm1362432
7759,nm3205815
7760,nm0001775
7761,nm2451020
7762,nm2128244
7763,nm0903137
7764,nm0879559
7765,nm0542069
7766,nm1088871
7767,nm0084819
7768,nm0548474
7769,nm8419163
7770,nm0150802
7771,nm0431049
7772,nm1514261
7773,nm0832669
7774,nm2687585
7775,nm0054276
7776,nm1602570
7777,nm4014507
7778,nm4045057
7779,nm4056309
7780,nm0063357
7781,nm4072770
7782,nm4374332
7783,nm2910657
7784,nm0847545
7785,nm0231439
7786,nm1536498
7787,nm0110300
7788,nm4320125
7789,nm1101275
7790,nm0745511
7791,nm0854697
7792,nm1362570
7793,nm0005522
7794,nm0083348
7795,nm0871428
7796,nm0718646
7797,nm2128244
7798,nm1516572
7799,nm1050097
7800,nm1439893
7801,nm3225731
7802,nm0447863
7803,nm1119645
7804,nm1828375
7805,nm0320784
7806,nm1750237
7807,nm0181579
7808,nm0906676
7809,nm0831526
7810,nm0720135
7811,nm0337773
7812,nm1488800
7813,nm0000958
7814,nm0826541
7815,nm1042822
7816,nm0031492
7817,nm2038223
7818,nm3460363
7819,nm0542951
7820,nm0903438
7821,nm3668052
7822,nm1385075
7823,nm3372724
7824,nm3758453
7825,nm0007134
7826,nm1729579
7827,nm0853238
7828,nm3525467
7829,nm2196782
7830,nm1027762
7831,nm1862368
7832,nm2399853
7833,nm0092632
7834,nm2099072
7835,nm3192398
7836,nm5427147
7837,nm2565292
7838,nm1979074
7839,nm4154470
7840,nm5465229
7841,nm1662721
7842,nm0883741
7843,nm1108967
7844,nm3920108
7845,nm0302323
7846,nm0894178
7847,nm1641306
7848,nm0753921
7849,nm2884816
7850,nm3641407
7851,nm4292282
7852,nm0393559
7853,nm0820266
7854,nm1253546
7855,nm1942158
7856,nm4178630
7857,nm0453413
7858,nm4390380
7859,nm0631791
7860,nm0155593
7861,nm6676673
7862,nm2614029
7863,nm0287741
7864,nm4160313
7865,nm0649875
7866,nm0492309
7867,nm5113822
7868,nm0057842
7869,nm2759405
7870,nm0268543
7871,nm0317834
7872,nm0039192
7873,nm0268370
7874,nm0935095
7875,nm10566938
7876,nm2013046
7877,nm0140196
7878,nm0946734
7879,nm0269463
7880,nm3393525
7881,nm0863674
7882,nm3121940
7883,nm0652868
7884,nm0975026
7885,nm2429137
7886,nm1420178
7887,nm1098493
7888,nm0008953
7889,nm0311508
7890,nm0596625
7891,nm0629272
7892,nm0796102
7893,nm0544279
7894,nm1195585
7895,nm1257259
7896,nm0409646
7897,nm1473091
7898,nm1029033
7899,nm0000806
7900,nm0847749
7901,nm0094274
7902,nm1913201
7903,nm1603397
7904,nm3932585
7905,nm0218531
7906,nm0848992
7907,nm0058401
7908,nm0110292
7909,nm0994322
7910,nm0195039
7911,nm2665816
7912,nm0482774
7913,nm0698184
7914,nm0736643
7915,nm0661401
7916,nm1099711
7917,nm1459020
7918,nm0771593
7919,nm1031246
7920,nm0205779
7921,nm1085270
7922,nm0957772
7923,nm0308042
7924,nm0625896
7925,nm2613084
7926,nm1234013
7927,nm0251753
7928,nm1086937
7929,nm2304008
7930,nm4710591
7931,nm3572012
7932,nm0002700
7933,nm1292648
7934,nm2769088
7935,nm1130208
7936,nm4744945
7937,nm0230032
7938,nm0451076
7939,nm0682251
7940,nm1119972
7941,nm0155598
7942,nm2073620
7943,nm0563327
7944,nm1672163
7945,nm2087302
7946,nm0396074
7947,nm0356867
7948,nm4821309
7949,nm2098167
7950,nm0500977
7951,nm3616670
7952,nm0813309
7953,nm2132286
7954,nm0551128
7955,nm0495536
7956,nm0865548
7957,nm0781756
7958,nm0496312
7959,nm4975262
7960,nm2438008
7961,nm4871270
7962,nm1589673
7963,nm0000500
7964,nm0268753
7965,nm1043713
7966,nm0357304
7967,nm4830242
7968,nm1392994
7969,nm0809166
7970,nm0282708
7971,nm4914661
7972,nm2078734
7973,nm6525967
7974,nm0003458
7975,nm1537157
7976,nm0090386
7977,nm1288712
7978,nm0690741
7979,nm0610831
7980,nm2239528
7981,nm3719598
7982,nm1720535
7983,nm3138629
7984,nm0243659
7985,nm6123353
7986,nm0609981
7987,nm0771054
7988,nm3766965
7989,nm1429327
7990,nm3133017
7991,nm1652669
7992,nm1633071
7993,nm0148999
7994,nm4787750
7995,nm5951114
7996,nm1823272
7997,nm0350044
7998,nm0208854
7999,nm0959255
8000,nm3779446
8001,nm0845525
8002,nm4275933
8003,nm1729102
8004,nm0175352
8005,nm0031407
8006,nm1145578
8007,nm0889402
8008,nm0994429
8009,nm1147588
8010,nm1888232
8011,nm0065449
8012,nm0796361
8013,nm0147662
8014,nm2318264
8015,nm0585738
8016,nm0074163
8017,nm2593468
8018,nm5098915
8019,nm0637518
8020,nm0826541
8021,nm0252135
8022,nm0588340
8023,nm1959505
8024,nm0000399
8025,nm1626391
8026,nm1714255
8027,nm0955974
8028,nm0000149
8029,nm1954501
8030,nm0538107
8031,nm0200005
8032,nm0851930
8033,nm0065615
8034,nm1079776
8035,nm3221483
8036,nm1212034
8037,nm4928529
8038,nm2543774
8039,nm1484469
8040,nm1494662
8041,nm4939269
8042,nm1274163
8043,nm0298807
8044,nm0766263
8045,nm0159061
8046,nm0523665
8047,nm1576181
8048,nm0711745
8049,nm4997580
8050,nm0003160
8051,nm1365879
8052,nm1598133
8053,nm2279646
8054,nm0091313
8055,nm0500610
8056,nm0758375
8057,nm2041022
8058,nm5303621
8059,nm2253160
8060,nm0003975
8061,nm2767560
8062,nm3468931
8063,nm0798595
8064,nm1589546
8065,nm1372499
8066,nm0224331
8067,nm3808149
8068,nm0945282
8069,nm0153265
8070,nm4192630
8071,nm1166977
8072,nm0096066
8073,nm1618155
8074,nm0833027
8075,nm1081550
8076,nm0639021
8077,nm1834241
8078,nm2604863
8079,nm0851724
8080,nm0477597
8081,nm1442514
8082,nm1402557
8083,nm0265852
8084,nm1245805
8085,nm1160590
8086,nm0326558
8087,nm1259337
8088,nm0960709
8089,nm1309251
8090,nm0149196
8091,nm2521923
8092,nm1140290
8093,nm0686099
8094,nm4273375
8095,nm2010934
8096,nm1715453
8097,nm4622421
8098,nm3162655
8099,nm3329948
8100,nm2025553
8101,nm1346665
8102,nm0076081
8103,nm1437189
8104,nm1785608
8105,nm6457171
8106,nm0205199
8107,nm1760853
8108,nm0553237
8109,nm0000095
8110,nm0936464
8111,nm1179457
8112,nm1482101
8113,nm5526683
8114,nm6305117
8115,nm0637615
8116,nm1637163
8117,nm0305368
8118,nm0871708
8119,nm1216004
8120,nm0173133
8121,nm6617615
8122,nm1519252
8123,nm0802168
8124,nm0951197
8125,nm1161933
8126,nm0016176
8127,nm0942727
8128,nm2520373
8129,nm2951802
8130,nm6816444
8131,nm4681490
8132,nm2559080
8133,nm0758033
8134,nm0217433
8135,nm1922735
8136,nm6225858
8137,nm0475905
8138,nm0187651
8139,nm0476206
8140,nm1676649
8141,nm0174659
8142,nm0685289
8143,nm1593767
8144,nm2588606
8145,nm1234893
8146,nm0885249
8147,nm5402490
8148,nm2013827
8149,nm0000602
8150,nm0637493
8151,nm0452102
8152,nm10674936
8153,nm0755495
8154,nm1993322
8155,nm0825407
8156,nm0630802
8157,nm0893473
8158,nm1890845
8159,nm0423626
8160,nm0432380
8161,nm0440913
8162,nm1698571
8163,nm0001707
8164,nm0569891
8165,nm1027719
8166,nm0093081
8167,nm1943360
8168,nm0000551
8169,nm1314401
8170,nm0200005
8171,nm0001814
8172,nm0226200
8173,nm0595062
8174,nm1528905
8175,nm0000777
8176,nm0766263
8177,nm0014426
8178,nm3651642
8179,nm1890845
8180,nm1028464
8181,nm1719186
8182,nm0318916
8183,nm3177795
8184,nm1291105
8185,nm0310615
8186,nm3138629
8187,nm0212563
8188,nm0881762
8189,nm0747689
8190,nm0879322
8191,nm1534600
8192,nm3491871
8193,nm3460475
8194,nm0660707
8195,nm0670990
8196,nm0504642
8197,nm1416796
8198,nm0110292
8199,nm1097276
8200,nm0630057
8201,nm1575453
8202,nm2154398
8203,nm0605672
8204,nm0414337
8205,nm0759368
8206,nm1320998
8207,nm0970447
8208,nm0386570
8209,nm0333804
8210,nm0797234
8211,nm1883257
8212,nm1125677
8213,nm0622147
8214,nm4071227
8215,nm0147662
8216,nm0361847
8217,nm0735872
8218,nm0765685
8219,nm2415918
8220,nm1760800
8221,nm0770277
8222,nm0120526
8223,nm0057819
8224,nm4161848
8225,nm0533666
8226,nm0303832
8227,nm1031708
8228,nm3108153
8229,nm0486994
8230,nm0284770
8231,nm5360411
8232,nm1824290
8233,nm0001661
8234,nm0110292
8235,nm1253078
8236,nm2328765
8237,nm5397343
8238,nm0850733
8239,nm0027948
8240,nm0194866
8241,nm0874905
8242,nm0006960
8243,nm2320363
8244,nm1382038
8245,nm3051114
8246,nm3508781
8247,nm0128150
8248,nm3267608
8249,nm1002207
8250,nm2335616
8251,nm0915394
8252,nm0421716
8253,nm0437480
8254,nm0032925
8255,nm0257554
8256,nm1046377
8257,nm0489453
8258,nm1136120
8259,nm1126058
8260,nm2206574
8261,nm0720297
8262,nm1287835
8263,nm2961289
8264,nm0553917
8265,nm1749062
8266,nm0893872
8267,nm1981653
8268,nm1388411
8269,nm0580801
8270,nm0236729
8271,nm0235822
8272,nm0118345
8273,nm0565336
8274,nm5974746
8275,nm0632354
8276,nm0766649
8277,nm0722980
8278,nm2273232
8279,nm0232858
8280,nm3279125
8281,nm1903155
8282,nm0743489
8283,nm0075849
8284,nm1242054
8285,nm1580740
8286,nm4378198
8287,nm0251753
8288,nm0396933
8289,nm1523747
8290,nm0239228
8291,nm0610219
8292,nm0377573
8293,nm0214641
8294,nm0303902
8295,nm0350127
8296,nm1509181
8297,nm0275793
8298,nm0535340
8299,nm0392237
8300,nm0593610
8301,nm0374048
8302,nm0593463
8303,nm0624423
8304,nm0495620
8305,nm0962729
8306,nm0007139
8307,nm0312784
8308,nm0000591
8309,nm0006939
8310,nm1447139
8311,nm0053228
8312,nm0408440
8313,nm0147737
8314,nm0026442
8315,nm0898063
8316,nm0029014
8317,nm0181579
8318,nm1164861
8319,nm0193508
8320,nm0619715
8321,nm0350597
8322,nm2153450
8323,nm0505075
8324,nm3635901
8325,nm0001885
8326,nm0014960
8327,nm0868404
8328,nm0759270
8329,nm3656297
8330,nm3660295
8331,nm1935762
8332,nm0475163
8333,nm2035886
8334,nm0457627
8335,nm2015617
8336,nm0534665
8337,nm0209853
8338,nm0892979
8339,nm0337448
8340,nm0545861
8341,nm0000876
8342,nm0000591
8343,nm0310802
8344,nm0683478
8345,nm1634071
8346,nm0609981
8347,nm0055103
8348,nm0000425
8349,nm0256895
8350,nm0001554
8351,nm0639033
8352,nm4047582
8353,nm3750873
8354,nm2677913
8355,nm0623715
8356,nm1988834
8357,nm0014694
8358,nm1137142
8359,nm0584259
8360,nm0004303
8361,nm0415617
8362,nm0001723
8363,nm0181579
8364,nm4137687
8365,nm0220341
8366,nm1439333
8367,nm0874093
8368,nm0737442
8369,nm0498304
8370,nm0484901
8371,nm1100515
8372,nm1413776
8373,nm0625458
8374,nm0182276
8375,nm1419674
8376,nm1063017
8377,nm1983147
8378,nm0487351
8379,nm0691547
8380,nm0222150
8381,nm0820276
8382,nm0991532
8383,nm0619110
8384,nm1446111
8385,nm4797788
