,title_id,Country,Budget,Opening Weekend USA,Gross USA,Cumulative Worldwide Gross,Runtime
7072,tt2448584,South Korea,"$7,500,000",,,"$30,158,762",121 min
7073,tt2448690,France,"EUR50,000",,,,
7074,tt2454168,Portugal,,,,,165 min
7075,tt2454862,UK,GBP30,,,,76 min
7076,tt2455404,Indonesia,,,,,94 min
7077,tt2455922,USA,"$12,000",,,,89 min
7078,tt2455972,UK,,,,,75 min
7079,tt2458806,USA,,,,,
7080,tt2459144,Iceland,,,,,107 min
7081,tt2460484,France,,,,,66 min
7082,tt2460502,Taiwan,,,,,
7083,tt2461622,Germany,,,,,88 min
7084,tt2470126,India,,,,,
7085,tt2471266,USA,,,,,
7086,tt2472412,UK,,,,,95 min
7087,tt2473590,USA,"$100,000",,,,94 min
7088,tt2476750,Norway,,,,,69 min
7089,tt2477178,France,,,,,70 min
7090,tt2482554,UK,"GBP10,000",,,,52 min
7091,tt2485800,USA,,,,,90 min
7092,tt2486976,USA,$0,,,,360 min
7093,tt2487512,Italy,,,,,
7094,tt2489308,Greece,,,,,88 min
7095,tt2492626,USA,,,,,61 min
7096,tt2493392,USA,"$50,000",,,,
7097,tt2495934,USA,"$25,000",,,,78 min
7098,tt2502662,UK,"GBP120,000",,,,
7099,tt2503954,USA,"$15,000,000",,,"$30,288",101 min
7100,tt2505304,USA,,,,,
7101,tt2506868,USA,,,,,68 min
7102,tt2509030,USA,"$100,000",,,,
7103,tt2511058,USA,"$3,000,000",,,,86 min
7104,tt2511512,UK,"$1,000,000",,,,105 min
7105,tt2512112,Argentina,,,,,67 min
7106,tt2512962,South Korea,,,,,82 min
7107,tt2518400,USA,,,,,54 min
7108,tt2519350,Mexico,,,,,50 min
7109,tt2521008,France,,,,,120 min
7110,tt2524082,Denmark,,,,,95 min
7111,tt2528322,Netherlands,,,,,80 min
7112,tt2529396,USA,,,,,88 min
7113,tt2530112,Palestine,"EUR110,000",,,,70 min
7114,tt2531262,USA,,,,,57 min
7115,tt2543738,Taiwan,,,,,107 min
7116,tt2544472,USA,,,,,85 min
7117,tt2547154,USA,,,,,38 min
7118,tt2550502,Argentina,"ARS6,800,000",,,"$616,205",110 min
7119,tt2550910,USA,,,,,45 min
7120,tt2556808,Spain,,,,,92 min
7121,tt2557266,Czech Republic,,,,"$1,198,449",75 min
7122,tt2557916,Switzerland,,,,,98 min
7123,tt2560094,Japan,,,,,
7124,tt2560406,USA,"$45,000",,,,
7125,tt2567038,USA,,,,,127 min
7126,tt2568524,USA,,,,,82 min
7127,tt2569770,Japan,,,,,
7128,tt2570216,USA,"$125,000",,,,105 min
7129,tt2570676,Israel,,,,,100 min
7130,tt2571042,USA,,,,,135 min
7131,tt2573348,Sweden,,,,,59 min
7132,tt2574426,India,"INR7,500,000",,,,123 min
7133,tt2577862,Romania,,,,,
7134,tt2577874,Romania,,,,,99 min
7135,tt2578262,Iran,,,,,86 min
7136,tt2581244,USA,"$2,400,000","$15,843,","$88,273","$274,717",89 min
7137,tt2582320,Germany,,,,,91 min
7138,tt2582498,Canada,,"$5,183,","$11,753","$14,725",93 min
7139,tt2584262,Spain,,,,,79 min
7140,tt2585214,Dominican Republic,,,,,95 min
7141,tt2585836,USA,,,,,27 min
7142,tt2589156,Italy,,,,,
7143,tt2589158,Italy,"EUR400,000",,,,
7144,tt2593392,USA,"$600,000","$7,200,","$256,682","$256,682",78 min
7145,tt2596158,USA,,,,,105 min
7146,tt2598580,USA,"$12,000,000",,,,89 min
7147,tt2600444,Poland,,,,,53 min
7148,tt2600818,USA,"$50,000",,,,107 min
7149,tt2602308,USA,,,,,84 min
7150,tt2603634,Switzerland,,,,,100 min
7151,tt2604626,USA,,,,,61 min
7152,tt2606306,USA,,,,,63 min
7153,tt2607614,USA,"$15,000",,,,91 min
7154,tt2608638,UK,,,,,75 min
7155,tt2608666,Peru,,,,,98 min
7156,tt2610468,Canada,"CAD2,800,000",,,,
7157,tt2611408,USA,,,,,78 min
7158,tt2616032,Belgium,,,,,360 min
7159,tt2621420,Netherlands,,,,,48 min
7160,tt2621664,Israel,"$100,000",,,,
7161,tt2622156,Germany,,,,"$2,114,952",75 min
7162,tt2622356,Australia,,,,,
7163,tt2622390,USA,,,,,90 min
7164,tt2622542,Italy,,,,,111 min
7165,tt2623960,India,"INR2,500,000",,,,
7166,tt2624574,USA,,,,,103 min
7167,tt2626090,UK,,"$231,319,","$347,321","$1,213,927",100 min
7168,tt2627866,Sweden,"EUR100,000",,,,
7169,tt2628316,UK,,,,,93 min
7170,tt2630058,Macao,,,,,75 min
7171,tt2630704,UK,"GBP15,000",,,,90 min
7172,tt2630782,Bulgaria,,,,,60 min
7173,tt2631736,Argentina,"ARS10,000",,,,60 min
7174,tt2632346,USA,"$50,000",,,,65 min
7175,tt2632662,Germany,,,,,82 min
7176,tt2635076,USA,,,,,60 min
